Freq (Hz)	Amplitude
1.936021326224591377e+01	4.695386330245889805e-01
1.939353548817060613e+01	4.036422713113726468e-01
1.942685771409529849e+01	4.010947297131227662e-01
1.946017994001999085e+01	4.000398794075831210e-01
1.949350216594468321e+01	3.298934359005492034e-01
1.952682439186937557e+01	3.304000043965505951e-01
1.956014661779406438e+01	4.583142354706776778e-01
1.959346884371875674e+01	4.941150297569982808e-01
1.962679106964344911e+01	1.686012362680442689e-01
1.966011329556814147e+01	6.078865552599266309e-01
1.969343552149283383e+01	5.437019016745223698e-01
1.972675774741752619e+01	2.465555176656837322e-01
1.976007997334221500e+01	1.831008128372709487e-01
1.979340219926690736e+01	5.660420067446274572e-01
1.982672442519159972e+01	3.911059995024901981e-01
1.986004665111629208e+01	3.620026745468090112e-01
1.989336887704098444e+01	3.983398588310589350e-01
1.992669110296567681e+01	3.180951130707055929e-01
1.996001332889036561e+01	5.097049061204790288e-01
1.999333555481505798e+01	4.671934766965862851e-01
2.002665778073975034e+01	4.008029150146888986e-01
2.005998000666444270e+01	4.275156481251553564e-01
2.009330223258913506e+01	3.320412388138620496e-01
2.012662445851382742e+01	3.883983672610678561e-01
2.015994668443851623e+01	4.618413957265471992e-01
2.019326891036320859e+01	4.267222542510482053e-01
2.022659113628790095e+01	3.478707265874170229e-01
2.025991336221259331e+01	4.451838014671102850e-01
2.029323558813728567e+01	3.322074538648410180e-01
2.032655781406197804e+01	2.255045541016215682e-01
2.035988003998666684e+01	5.439256100320457588e-01
2.039320226591135921e+01	3.396991255198463788e-01
2.042652449183605157e+01	4.707221678489419414e-01
2.045984671776074393e+01	4.871747074174921366e-01
2.049316894368543629e+01	3.888435003812830693e-01
2.052649116961012865e+01	2.708095269194687460e-01
2.055981339553481746e+01	3.370310657967290346e-01
2.059313562145950982e+01	3.490039882116455772e-01
2.062645784738420218e+01	4.624871488148973864e-01
2.065978007330889454e+01	3.582180103977814500e-01
2.069310229923358690e+01	4.203259180428499664e-01
2.072642452515827927e+01	4.959684762110751488e-01
2.075974675108296807e+01	5.074825569208519793e-01
2.079306897700766044e+01	4.591584320083649251e-01
2.082639120293235280e+01	2.209917021273614945e-01
2.085971342885704516e+01	1.908903481154800019e-01
2.089303565478173752e+01	4.902113101695573238e-01
2.092635788070642988e+01	4.462905974436952028e-01
2.095968010663111869e+01	2.786836804802545475e-01
2.099300233255581105e+01	4.567448188455437985e-01
2.102632455848050341e+01	5.498858448910332042e-01
2.105964678440519577e+01	4.463511578027841153e-01
2.109296901032988814e+01	3.635144399442677976e-01
2.112629123625458050e+01	3.241719725695115795e-01
2.115961346217926931e+01	3.826418943052068977e-01
2.119293568810396167e+01	4.880976077910144650e-01
2.122625791402865403e+01	4.793052901030749879e-01
2.125958013995334639e+01	4.427048530137823734e-01
2.129290236587803875e+01	4.003890871804093310e-01
2.132622459180272756e+01	3.050635561681556140e-01
2.135954681772741992e+01	3.249341902143755290e-01
2.139286904365211228e+01	4.568391290402427640e-01
2.142619126957680464e+01	3.932388675781510190e-01
2.145951349550149700e+01	2.714965918984268423e-01
2.149283572142618937e+01	3.717968441354250198e-01
2.152615794735087817e+01	3.415153161805103976e-01
2.155948017327557054e+01	5.638975221511139946e-01
2.159280239920026290e+01	6.037560470950114055e-01
2.162612462512495526e+01	4.072253955997544583e-01
2.165944685104964762e+01	3.592831732598547045e-01
2.169276907697433998e+01	3.371399906295145521e-01
2.172609130289902879e+01	3.554672768730591237e-01
2.175941352882372115e+01	2.851848766168485483e-01
2.179273575474841351e+01	5.071027589920275025e-01
2.182605798067310587e+01	4.780416010599697896e-01
2.185938020659779824e+01	1.580671593543733211e-01
2.189270243252249060e+01	4.211455813152483185e-01
2.192602465844717941e+01	4.332490077856446242e-01
2.195934688437187177e+01	3.962997943414610091e-01
2.199266911029656413e+01	4.781047237369922542e-01
2.202599133622125649e+01	2.906418703689089278e-01
2.205931356214594885e+01	3.407156203295056973e-01
2.209263578807064121e+01	2.686510581886189519e-01
2.212595801399533002e+01	3.959543285340463292e-01
2.215928023992002238e+01	5.441286868509245256e-01
2.219260246584471474e+01	4.053894721301158910e-01
2.222592469176940710e+01	3.745675462551125712e-01
2.225924691769409947e+01	3.355295281165781573e-01
2.229256914361879183e+01	5.126772847390510535e-01
2.232589136954348064e+01	2.706674092723025393e-01
2.235921359546817300e+01	4.927865913290321309e-01
2.239253582139286536e+01	3.972271898313287086e-01
2.242585804731755772e+01	2.166378860339098766e-01
2.245918027324225008e+01	4.434378130751888136e-01
2.249250249916694244e+01	3.250733205629254829e-01
2.252582472509163125e+01	3.127515893439025141e-01
2.255914695101632361e+01	4.613895377777286200e-01
2.259246917694101597e+01	4.881804898043177743e-01
2.262579140286570833e+01	3.914918708632433852e-01
2.265911362879040070e+01	3.731351123703900430e-01
2.269243585471509306e+01	5.592419891299823531e-01
2.272575808063978187e+01	3.580353104552775889e-01
2.275908030656447423e+01	3.175094599077449287e-01
2.279240253248916659e+01	3.280009619809036714e-01
2.282572475841385895e+01	3.955897337415983928e-01
2.285904698433855131e+01	5.049379019194488727e-01
2.289236921026324367e+01	6.076195099018720791e-01
2.292569143618793248e+01	2.885285987421826182e-01
2.295901366211262484e+01	2.148082591371696659e-01
2.299233588803731720e+01	4.782097345349582973e-01
2.302565811396200957e+01	3.942166505997169446e-01
2.305898033988670193e+01	3.828014560714215198e-01
2.309230256581139429e+01	4.041433265481598758e-01
2.312562479173608310e+01	4.635696559042516984e-01
2.315894701766077546e+01	3.567510592014561666e-01
2.319226924358546782e+01	4.243699911663294522e-01
2.322559146951016018e+01	4.073086174555321515e-01
2.325891369543485254e+01	6.278137899002391720e-01
2.329223592135954490e+01	4.176757156394715897e-01
2.332555814728423371e+01	3.267309722048843401e-01
2.335888037320892607e+01	2.977016952702979391e-01
2.339220259913361843e+01	3.276292620430535374e-01
2.342552482505831080e+01	3.499133745089548775e-01
2.345884705098300316e+01	6.091172054375600942e-01
2.349216927690769552e+01	2.936301531431565470e-01
2.352549150283238433e+01	4.828159510370932384e-01
2.355881372875707669e+01	4.747180137609379180e-01
2.359213595468176905e+01	2.972574967086490383e-01
2.362545818060646141e+01	5.850962817037701491e-01
2.365878040653115377e+01	3.371261664260997715e-01
2.369210263245584613e+01	3.511443562450741185e-01
2.372542485838053494e+01	3.679005541215205621e-01
2.375874708430522730e+01	3.181405681823408216e-01
2.379206931022991967e+01	3.217200815676055092e-01
2.382539153615461203e+01	4.294157245923288513e-01
2.385871376207930439e+01	4.892973688070519911e-01
2.389203598800399675e+01	3.047750679268482754e-01
2.392535821392868556e+01	3.458188560690743096e-01
2.395868043985337792e+01	3.747183009219720029e-01
2.399200266577807028e+01	3.272493621517043594e-01
2.402532489170276264e+01	3.356592296296868061e-01
2.405864711762745500e+01	3.996238629898569150e-01
2.409196934355214736e+01	4.825715252228002794e-01
2.412529156947683617e+01	2.734173610558319201e-01
2.415861379540152853e+01	2.970170990644792064e-01
2.419193602132622090e+01	4.330708006129320720e-01
2.422525824725091326e+01	4.684534470804372908e-01
2.425858047317560562e+01	6.461858335847647794e-01
2.429190269910029798e+01	3.732589975121711201e-01
2.432522492502498679e+01	3.378317976353044649e-01
2.435854715094967915e+01	3.203445166153567336e-01
2.439186937687437151e+01	3.485430053988832766e-01
2.442519160279906387e+01	3.496699812485922210e-01
2.445851382872375623e+01	2.482009125126606874e-01
2.449183605464844860e+01	5.276906257849979243e-01
2.452515828057313740e+01	4.855598704375986840e-01
2.455848050649782977e+01	3.525231600422372158e-01
2.459180273242252213e+01	4.151867854784377365e-01
2.462512495834721449e+01	3.595802242692766604e-01
2.465844718427190685e+01	3.200885110841480419e-01
2.469176941019659921e+01	4.148316465819947285e-01
2.472509163612128802e+01	4.873149993103674804e-01
2.475841386204598038e+01	4.136835419725336527e-01
2.479173608797067274e+01	3.766243881025390094e-01
2.482505831389536510e+01	4.711107177494544551e-01
2.485838053982005746e+01	4.982592472284683716e-01
2.489170276574474983e+01	3.909366672034526591e-01
2.492502499166943863e+01	3.950537282696547359e-01
2.495834721759413100e+01	4.257390862667839726e-01
2.499166944351882336e+01	2.991234936442510595e-01
2.502499166944351572e+01	3.434553055620547801e-01
2.505831389536820808e+01	4.244522251126294776e-01
2.509163612129290044e+01	3.589786193619963761e-01
2.512495834721758925e+01	2.936765678496735532e-01
2.515828057314228161e+01	5.571978496194250896e-01
2.519160279906697397e+01	2.483436483822772101e-01
2.522492502499166633e+01	2.730850770524790860e-01
2.525824725091635869e+01	3.562847809786159892e-01
2.529156947684105106e+01	3.452329069180007926e-01
2.532489170276573986e+01	3.463593150392244024e-01
2.535821392869043223e+01	4.210178896700492168e-01
2.539153615461512459e+01	3.555846391879672885e-01
2.542485838053981695e+01	3.475647268846096538e-01
2.545818060646450931e+01	4.265465575012273858e-01
2.549150283238920167e+01	3.880777186985320260e-01
2.552482505831389048e+01	3.598796609173273708e-01
2.555814728423858284e+01	2.573972788467624451e-01
2.559146951016327520e+01	3.132821017341744785e-01
2.562479173608796756e+01	4.338819272353446332e-01
2.565811396201265993e+01	4.141404832426412996e-01
2.569143618793734873e+01	5.407325153361364212e-01
2.572475841386204110e+01	3.819136527844720908e-01
2.575808063978673346e+01	2.902765604312527170e-01
2.579140286571142582e+01	4.742444771646041612e-01
2.582472509163611818e+01	4.484779081000536127e-01
2.585804731756081054e+01	4.040279176950839490e-01
2.589136954348549935e+01	2.241609065803082945e-01
2.592469176941019171e+01	3.592545703119168765e-01
2.595801399533488407e+01	5.344170803490819743e-01
2.599133622125957643e+01	4.378222204682702956e-01
2.602465844718426879e+01	3.931724082946168042e-01
2.605798067310896116e+01	3.421839290384138810e-01
2.609130289903364996e+01	3.048678449200600271e-01
2.612462512495834233e+01	5.849150310764836824e-01
2.615794735088303469e+01	4.537075421943885800e-01
2.619126957680772705e+01	3.907481004028853233e-01
2.622459180273241941e+01	4.443086322446900827e-01
2.625791402865711177e+01	4.424561886613348483e-01
2.629123625458180058e+01	3.265599882005600918e-01
2.632455848050649294e+01	6.136131411448693118e-01
2.635788070643118530e+01	2.800986013111828044e-01
2.639120293235587766e+01	3.034188878173810777e-01
2.642452515828057003e+01	4.702312517282271620e-01
2.645784738420526239e+01	2.980277147634511903e-01
2.649116961012995120e+01	3.525315080661839406e-01
2.652449183605464356e+01	4.208011257053533849e-01
2.655781406197933592e+01	3.647895100316012051e-01
2.659113628790402828e+01	3.991988763226962944e-01
2.662445851382872064e+01	4.643445927061908840e-01
2.665778073975341300e+01	4.222480870619513271e-01
2.669110296567810181e+01	3.706670591216105759e-01
2.672442519160279417e+01	3.475267508025854934e-01
2.675774741752748653e+01	3.009184669042594962e-01
2.679106964345217889e+01	3.999564102469590487e-01
2.682439186937687126e+01	4.567280779338370733e-01
2.685771409530156362e+01	3.181801300584427006e-01
2.689103632122625243e+01	4.019141631753923027e-01
2.692435854715094479e+01	3.767838087669995728e-01
2.695768077307563715e+01	3.731546558706509420e-01
2.699100299900032951e+01	5.207118932974981185e-01
2.702432522492502187e+01	3.878522896067162495e-01
2.705764745084971423e+01	5.344960257891528954e-01
2.709096967677440304e+01	5.243488088726403484e-01
2.712429190269909540e+01	2.656152777721521585e-01
2.715761412862378776e+01	1.795293697439400704e-01
2.719093635454848013e+01	3.706534382098497504e-01
2.722425858047317249e+01	5.779263225239952284e-01
2.725758080639786485e+01	3.759344695667168890e-01
2.729090303232255366e+01	3.851110932978292212e-01
2.732422525824724602e+01	4.560399799616329797e-01
2.735754748417193838e+01	2.906486004791204447e-01
2.739086971009663074e+01	3.708984313491937579e-01
2.742419193602132310e+01	5.708797869649477885e-01
2.745751416194601546e+01	2.086282939743020204e-01
2.749083638787070427e+01	3.612318972674190554e-01
2.752415861379539663e+01	4.421355337964041343e-01
2.755748083972008899e+01	4.703722802681707948e-01
2.759080306564478136e+01	3.017201537972804548e-01
2.762412529156947372e+01	3.120995097066207036e-01
2.765744751749416608e+01	4.175161375578158029e-01
2.769076974341885489e+01	2.797618666540658272e-01
2.772409196934354725e+01	2.581810683812540974e-01
2.775741419526823961e+01	5.105210983066102992e-01
2.779073642119293197e+01	5.142302476601926520e-01
2.782405864711762433e+01	3.331492154674169925e-01
2.785738087304231669e+01	2.971685114464657218e-01
2.789070309896700550e+01	3.669065676610038795e-01
2.792402532489169786e+01	4.355431553449716220e-01
2.795734755081639022e+01	4.000322630953755954e-01
2.799066977674108259e+01	3.749801231470865637e-01
2.802399200266577495e+01	2.931257992993638872e-01
2.805731422859046731e+01	1.714664479055513502e-01
2.809063645451515612e+01	5.486549291221022306e-01
2.812395868043984848e+01	4.649096839907792544e-01
2.815728090636454084e+01	3.336926245712259487e-01
2.819060313228923320e+01	3.959638586511002312e-01
2.822392535821392556e+01	3.997691869674589449e-01
2.825724758413861792e+01	3.318821656924816343e-01
2.829056981006330673e+01	3.554555193688109238e-01
2.832389203598799909e+01	2.904295591720033043e-01
2.835721426191269146e+01	4.403222225601325368e-01
2.839053648783738382e+01	4.245063644328982977e-01
2.842385871376207618e+01	4.620546961490237248e-01
2.845718093968676854e+01	2.531607469994368032e-01
2.849050316561145735e+01	4.129337850645786734e-01
2.852382539153614971e+01	6.149204482438690444e-01
2.855714761746084207e+01	2.851265993348670591e-01
2.859046984338553443e+01	3.336601477724205900e-01
2.862379206931022679e+01	5.527537770350016144e-01
2.865711429523491915e+01	5.173914261841683349e-01
2.869043652115960796e+01	3.703024315984861925e-01
2.872375874708430032e+01	2.146164911920467322e-01
2.875708097300899269e+01	4.184765171640143500e-01
2.879040319893368505e+01	3.727645549052545082e-01
2.882372542485837741e+01	3.642383021555275491e-01
2.885704765078306977e+01	3.613544836667373916e-01
2.889036987670775858e+01	5.090645974084551106e-01
2.892369210263245094e+01	4.449632823294585870e-01
2.895701432855714330e+01	4.111221927158679734e-01
2.899033655448183566e+01	3.738610962696891638e-01
2.902365878040652802e+01	4.228985322626309107e-01
2.905698100633122039e+01	3.466186932030609902e-01
2.909030323225590919e+01	2.844386393807311064e-01
2.912362545818060156e+01	4.676718255185403073e-01
2.915694768410529392e+01	4.537655062602454770e-01
2.919026991002998628e+01	4.348600464446426006e-01
2.922359213595467864e+01	3.974475293383432639e-01
2.925691436187937100e+01	3.263320039662985783e-01
2.929023658780405981e+01	3.146464003567109868e-01
2.932355881372875217e+01	2.973094335440987224e-01
2.935688103965344453e+01	3.279490293294973768e-01
2.939020326557813689e+01	3.314316934204406540e-01
2.942352549150282925e+01	2.736110751459006063e-01
2.945684771742752162e+01	4.594256639472524828e-01
2.949016994335221042e+01	4.222967045028103716e-01
2.952349216927690279e+01	3.215200043033897837e-01
2.955681439520159515e+01	4.574885083642315498e-01
2.959013662112628751e+01	3.892871805313824485e-01
2.962345884705097987e+01	3.606593769791143211e-01
2.965678107297567223e+01	2.761691805314456793e-01
2.969010329890036104e+01	3.315151577151745355e-01
2.972342552482505340e+01	4.110591695434497317e-01
2.975674775074974576e+01	4.444953672084390184e-01
2.979006997667443812e+01	5.516464696887231067e-01
2.982339220259913048e+01	2.658404433524184096e-01
2.985671442852382285e+01	3.197605707044737788e-01
2.989003665444851165e+01	4.482790261151532452e-01
2.992335888037320402e+01	5.110606001088774386e-01
2.995668110629789638e+01	2.816592995106528274e-01
2.999000333222258874e+01	4.274883889138482163e-01
3.002332555814728110e+01	4.349568349614535423e-01
3.005664778407196991e+01	3.351591808871214329e-01
3.008997000999666227e+01	3.440953382496861335e-01
3.012329223592135463e+01	4.008443686440597009e-01
3.015661446184604699e+01	3.488368851032898066e-01
3.018993668777073935e+01	4.593558274567337563e-01
3.022325891369543172e+01	4.641921761474334662e-01
3.025658113962012052e+01	2.623166224264061319e-01
3.028990336554481289e+01	1.457302167766758860e-01
3.032322559146950525e+01	4.496948377455638468e-01
3.035654781739419761e+01	4.178333059643581926e-01
3.038987004331888997e+01	3.532428865236619253e-01
3.042319226924358233e+01	5.025431674402767168e-01
3.045651449516827114e+01	3.613974801553364591e-01
3.048983672109296350e+01	4.076562130166816456e-01
3.052315894701765586e+01	3.795342985073381636e-01
3.055648117294234822e+01	2.686876693291337936e-01
3.058980339886704058e+01	5.331950107100260627e-01
3.062312562479173295e+01	4.938195714673541126e-01
3.065644785071642175e+01	3.750246797761307427e-01
3.068977007664111412e+01	3.664143826333647880e-01
3.072309230256580648e+01	3.746037254090728297e-01
3.075641452849049884e+01	5.963110549918653192e-01
3.078973675441519120e+01	4.469631565357238823e-01
3.082305898033988356e+01	4.547495504472744976e-01
3.085638120626457237e+01	2.196906649056244998e-01
3.088970343218926473e+01	4.196270045931249637e-01
3.092302565811395709e+01	3.696259420002738216e-01
3.095634788403864945e+01	5.395987616234655393e-01
3.098967010996334182e+01	3.342688579590172848e-01
3.102299233588803418e+01	3.895850008004454468e-01
3.105631456181272299e+01	3.146359252038837262e-01
3.108963678773741535e+01	1.432310374373258199e-01
3.112295901366210771e+01	3.156939439415497040e-01
3.115628123958680007e+01	5.573725615075881823e-01
3.118960346551149243e+01	5.982021811233423358e-01
3.122292569143618479e+01	4.408463233655939284e-01
3.125624791736087360e+01	1.916380137697149544e-01
3.128957014328556596e+01	4.663451836206903289e-01
3.132289236921025832e+01	3.673112697917077507e-01
3.135621459513495068e+01	4.138590214376949294e-01
3.138953682105964305e+01	3.120684896310679246e-01
3.142285904698433541e+01	4.171937782267297612e-01
3.145618127290902422e+01	3.631703735005450961e-01
3.148950349883371658e+01	4.891295556893227592e-01
3.152282572475840894e+01	3.833320385331783209e-01
3.155614795068310130e+01	2.507660908388860133e-01
3.158947017660779366e+01	2.925337361806026881e-01
3.162279240253248602e+01	4.740918735073554879e-01
3.165611462845717483e+01	4.879209864482805803e-01
3.168943685438186719e+01	5.475129056922277693e-01
3.172275908030655955e+01	3.922502836667609571e-01
3.175608130623125192e+01	4.298506901303724703e-01
3.178940353215594428e+01	3.070443352026893669e-01
3.182272575808063664e+01	4.637427384704118638e-01
3.185604798400532545e+01	3.684729414230931144e-01
3.188937020993001781e+01	3.465280697754700157e-01
3.192269243585471017e+01	3.513362601710115496e-01
3.195601466177940253e+01	3.798707238748702530e-01
3.198933688770409489e+01	4.102188738825865433e-01
3.202265911362878370e+01	5.931752863314615487e-01
3.205598133955347606e+01	4.425690890542358646e-01
3.208930356547816842e+01	3.292323377516346294e-01
3.212262579140286078e+01	3.418493322275119595e-01
3.215594801732755315e+01	1.824280741460354294e-01
3.218927024325224551e+01	1.579435542056028818e-01
3.222259246917693787e+01	4.078498460807617465e-01
3.225591469510163023e+01	5.357074479284114066e-01
3.228923692102632259e+01	5.599850590341106660e-01
3.232255914695101495e+01	3.500892178900300022e-01
3.235588137287570021e+01	2.976293741719550634e-01
3.238920359880039257e+01	4.274321208663980354e-01
3.242252582472508493e+01	3.287640513226428030e-01
3.245584805064977729e+01	3.949804050788479626e-01
3.248917027657446965e+01	4.978762165964329967e-01
3.252249250249916201e+01	3.744367314194742002e-01
3.255581472842385438e+01	5.554754089743202394e-01
3.258913695434854674e+01	4.658933888163910297e-01
3.262245918027323910e+01	1.873895117334840321e-01
3.265578140619793146e+01	4.777210975083204247e-01
3.268910363212262382e+01	4.796437025298776469e-01
3.272242585804731618e+01	4.746967653853321201e-01
3.275574808397200144e+01	4.842389879211357884e-01
3.278907030989669380e+01	4.025148355505890896e-01
3.282239253582138616e+01	3.671158587330985990e-01
3.285571476174607852e+01	4.252947699438538454e-01
3.288903698767077088e+01	2.451718136622154098e-01
3.292235921359546325e+01	3.382454134680821234e-01
3.295568143952015561e+01	3.082624528116121310e-01
3.298900366544484797e+01	4.789748975281550858e-01
3.302232589136954033e+01	5.632608146892881251e-01
3.305564811729423269e+01	4.509148727571029580e-01
3.308897034321892505e+01	3.000895893745998411e-01
3.312229256914361741e+01	5.099822809475106355e-01
3.315561479506830267e+01	3.572793833402968522e-01
3.318893702099299503e+01	3.442263726849535965e-01
3.322225924691768739e+01	3.863986760087789185e-01
3.325558147284237975e+01	3.150390971485381719e-01
3.328890369876707211e+01	3.787189315610478002e-01
3.332222592469176448e+01	3.357826421706464615e-01
3.335554815061645684e+01	4.233431160537403648e-01
3.338887037654114920e+01	3.398399791510615109e-01
3.342219260246584156e+01	4.698596310935562181e-01
3.345551482839053392e+01	4.359210966187244130e-01
3.348883705431522628e+01	2.833174597870919409e-01
3.352215928023991864e+01	3.913149472340199386e-01
3.355548150616460390e+01	3.408254346186335715e-01
3.358880373208929626e+01	4.465135728567713458e-01
3.362212595801398862e+01	5.467712969321354421e-01
3.365544818393868098e+01	4.520904238682310061e-01
3.368877040986337335e+01	4.297237006473670906e-01
3.372209263578806571e+01	3.478020779046846478e-01
3.375541486171275807e+01	5.078808455612828787e-01
3.378873708763745043e+01	3.720120758837773267e-01
3.382205931356214279e+01	2.387211436706846990e-01
3.385538153948683515e+01	5.240126685586811162e-01
3.388870376541152751e+01	1.342791983356889096e-01
3.392202599133621987e+01	5.173631783383887406e-01
3.395534821726090513e+01	4.618444863690784330e-01
3.398867044318559749e+01	2.368824537985079748e-01
3.402199266911028985e+01	3.597378465968070205e-01
3.405531489503498221e+01	2.506349889732528147e-01
3.408863712095967458e+01	4.326768678593793105e-01
3.412195934688436694e+01	3.192131057126261773e-01
3.415528157280905930e+01	4.070423683021431871e-01
3.418860379873375166e+01	3.802997857423121575e-01
3.422192602465844402e+01	4.661890456224084822e-01
3.425524825058313638e+01	3.292916510281274634e-01
3.428857047650782874e+01	4.409752241924855820e-01
3.432189270243251400e+01	4.157036186907481778e-01
3.435521492835720636e+01	5.456411724961733878e-01
3.438853715428189872e+01	3.894336977377506614e-01
3.442185938020659108e+01	3.290664962483461631e-01
3.445518160613128344e+01	4.459453767149537118e-01
3.448850383205597581e+01	4.645618054431753796e-01
3.452182605798066817e+01	4.344241473053372937e-01
3.455514828390536053e+01	3.588705427248641278e-01
3.458847050983005289e+01	2.573048185815554056e-01
3.462179273575474525e+01	3.550993531858748775e-01
3.465511496167943761e+01	5.539142976078591518e-01
3.468843718760412997e+01	4.126161393481180828e-01
3.472175941352881523e+01	5.135155280635360642e-01
3.475508163945350759e+01	4.339303736558788871e-01
3.478840386537819995e+01	3.292906471979768490e-01
3.482172609130289231e+01	3.136389258469209906e-01
3.485504831722758468e+01	2.393207684446230499e-01
3.488837054315227704e+01	4.630568688934699195e-01
3.492169276907696940e+01	5.420742942337910542e-01
3.495501499500166176e+01	3.747381510331165289e-01
3.498833722092635412e+01	3.799886358236091444e-01
3.502165944685104648e+01	4.647079209719128245e-01
3.505498167277573884e+01	2.606761340510646008e-01
3.508830389870043120e+01	3.673375456585309951e-01
3.512162612462511646e+01	3.945827970776302762e-01
3.515494835054980882e+01	3.706743942373310063e-01
3.518827057647450118e+01	4.957962075819414283e-01
3.522159280239919354e+01	3.366921267354618941e-01
3.525491502832388591e+01	4.127351680967736858e-01
3.528823725424857827e+01	3.475926585264235702e-01
3.532155948017327063e+01	2.851980699524654939e-01
3.535488170609796299e+01	3.803004151583697645e-01
3.538820393202265535e+01	4.948284405061368352e-01
3.542152615794734771e+01	3.999504267448419359e-01
3.545484838387204007e+01	3.919718149521856931e-01
3.548817060979673244e+01	5.115915878156115371e-01
3.552149283572141769e+01	3.411313238317822405e-01
3.555481506164611005e+01	4.858832927816014169e-01
3.558813728757080241e+01	4.590188440255127955e-01
3.562145951349549478e+01	2.802408014765537803e-01
3.565478173942018714e+01	4.265642264422072616e-01
3.568810396534487950e+01	2.221115858202745152e-01
3.572142619126957186e+01	4.231637045955606302e-01
3.575474841719426422e+01	3.623104451490706812e-01
3.578807064311895658e+01	3.955327670960637199e-01
3.582139286904364894e+01	5.285613422893837843e-01
3.585471509496834130e+01	4.474282760621594579e-01
3.588803732089303367e+01	4.227068560297740363e-01
3.592135954681771892e+01	3.142921129015704418e-01
3.595468177274241128e+01	3.070441354903928333e-01
3.598800399866710364e+01	2.620833547273131447e-01
3.602132622459179601e+01	4.477561634315136430e-01
3.605464845051648837e+01	3.816137551714612886e-01
3.608797067644118073e+01	4.321181078459523928e-01
3.612129290236587309e+01	4.383281391056318976e-01
3.615461512829056545e+01	4.254093905589303448e-01
3.618793735421525781e+01	3.551564357474722988e-01
3.622125958013995017e+01	4.533760926297417670e-01
3.625458180606464254e+01	3.468686374783402360e-01
3.628790403198933490e+01	3.814281411985163128e-01
3.632122625791402015e+01	3.761793908971700073e-01
3.635454848383871251e+01	4.532282711651433038e-01
3.638787070976340488e+01	3.644856180185704897e-01
3.642119293568809724e+01	3.235132761046476957e-01
3.645451516161278960e+01	5.241669749378509158e-01
3.648783738753748196e+01	2.772446366964591014e-01
3.652115961346217432e+01	4.731674584911619297e-01
3.655448183938686668e+01	4.657283743139868926e-01
3.658780406531155904e+01	4.549308124870468095e-01
3.662112629123625140e+01	4.153455799415797789e-01
3.665444851716094377e+01	3.804283543005005930e-01
3.668777074308563613e+01	4.437038174791176903e-01
3.672109296901032138e+01	2.949646431246050748e-01
3.675441519493501374e+01	3.788033853185622801e-01
3.678773742085970611e+01	4.134653858732277310e-01
3.682105964678439847e+01	3.919188175126940288e-01
3.685438187270909083e+01	4.111324187338235014e-01
3.688770409863378319e+01	5.324229342707841317e-01
3.692102632455847555e+01	3.821659025909724949e-01
3.695434855048316791e+01	3.046342766664796309e-01
3.698767077640786027e+01	3.141249901448803228e-01
3.702099300233255263e+01	4.085483465733668607e-01
3.705431522825724500e+01	3.650763351361173137e-01
3.708763745418193736e+01	3.141014335856484041e-01
3.712095968010662261e+01	3.239614444547822547e-01
3.715428190603131497e+01	5.355210905818902356e-01
3.718760413195600734e+01	5.332317074085393127e-01
3.722092635788069970e+01	3.744987192926578778e-01
3.725424858380539206e+01	2.851222220169913335e-01
3.728757080973008442e+01	4.128216771410260777e-01
3.732089303565477678e+01	4.735850227592120487e-01
3.735421526157946914e+01	3.924816970190328491e-01
3.738753748750416150e+01	3.436817281663975820e-01
3.742085971342885387e+01	4.714454792925178994e-01
3.745418193935354623e+01	4.452444376928081371e-01
3.748750416527823859e+01	3.429954847516568095e-01
3.752082639120292384e+01	3.664498969579075283e-01
3.755414861712761621e+01	3.782841232436813805e-01
3.758747084305230857e+01	3.212112706211932012e-01
3.762079306897700093e+01	3.570298412608937100e-01
3.765411529490169329e+01	3.341079471769852205e-01
3.768743752082638565e+01	3.355864926368906653e-01
3.772075974675107801e+01	3.659375090094411087e-01
3.775408197267577037e+01	5.069522027750759108e-01
3.778740419860046273e+01	2.946351517174195522e-01
3.782072642452515510e+01	4.371182894868232971e-01
3.785404865044984746e+01	3.163474247395797745e-01
3.788737087637453982e+01	3.418383515488468416e-01
3.792069310229922507e+01	3.544753864758848350e-01
3.795401532822391744e+01	3.828480706381401921e-01
3.798733755414860980e+01	4.610815932015372987e-01
3.802065978007330216e+01	3.580863712444836144e-01
3.805398200599799452e+01	6.600755747029786180e-01
3.808730423192268688e+01	4.134722544039798331e-01
3.812062645784737924e+01	4.129673526088553648e-01
3.815394868377207160e+01	4.060398988601816583e-01
3.818727090969676397e+01	4.269416183733761860e-01
3.822059313562145633e+01	3.730503934325386517e-01
3.825391536154614869e+01	5.275760926023400632e-01
3.828723758747084105e+01	3.397246333215232506e-01
3.832055981339552631e+01	3.824848861564181246e-01
3.835388203932021867e+01	3.909714110583398239e-01
3.838720426524491103e+01	3.307591882461888844e-01
3.842052649116960339e+01	4.137278501124039276e-01
3.845384871709429575e+01	4.010409163724555359e-01
3.848717094301898811e+01	4.242292820013727761e-01
3.852049316894368047e+01	4.288972420534739038e-01
3.855381539486837283e+01	3.025544514565602361e-01
3.858713762079306520e+01	3.979545107652665559e-01
3.862045984671775756e+01	4.369768945226671919e-01
3.865378207264244992e+01	4.622784733334461271e-01
3.868710429856713517e+01	5.577014024091134781e-01
3.872042652449182754e+01	3.468476411715924468e-01
