Posición angular-canales 1 y 2, Ensayo #1
Tiempo ( s )	Posición angular ( rad )
13,2200	-2,14239
13,2300	-2,15112
13,2400	-2,15548
13,2500	-2,15984
13,2600	-2,15984
13,2700	-2,15984
13,2800	-2,15984
13,2900	-2,15984
13,3000	-2,15112
13,3100	-2,14239
13,3200	-2,12494
13,3300	-2,10749
13,3400	-2,09440
13,3500	-2,06822
13,3600	-2,04204
13,3700	-2,02022
13,3800	-1,99404
13,3900	-1,95913
13,4000	-1,92423
13,4100	-1,88932
13,4200	-1,85441
13,4300	-1,81078
13,4400	-1,77151
13,4500	-1,72788
13,4600	-1,67988
13,4700	-1,63188
13,4800	-1,58389
13,4900	-1,53153
13,5000	-1,47480
13,5100	-1,42681
13,5200	-1,36572
13,5300	-1,30463
13,5400	-1,24791
13,5500	-1,19119
13,5600	-1,13010
13,5700	-1,07338
13,5800	-1,00356
13,5900	-0,929388
13,6000	-0,863938
13,6100	-0,794125
13,6200	-0,724312
13,6300	-0,654498
13,6400	-0,584685
13,6500	-0,519235
13,6600	-0,445059
13,6700	-0,366519
13,6800	-0,292343
13,6900	-0,218166
13,7000	-0,148353
13,7100	-0,0698132
13,7200	0,00436332
13,7300	0,0741765
13,7400	0,152716
13,7500	0,226893
13,7600	0,296706
13,7700	0,366519
13,7800	0,440696
13,7900	0,514872
13,8000	0,584685
13,8100	0,654498
13,8200	0,724312
13,8300	0,789761
13,8400	0,855211
13,8500	0,929388
13,8600	0,990474
13,8700	1,05592
13,8800	1,12137
13,8900	1,17810
13,9000	1,23918
13,9100	1,30027
13,9200	1,35699
13,9300	1,41372
13,9400	1,46608
13,9500	1,51407
13,9600	1,56643
13,9700	1,61443
13,9800	1,65806
13,9900	1,70170
14,0000	1,74097
14,0100	1,77587
14,0200	1,80642
14,0300	1,84132
14,0400	1,87187
14,0500	1,90677
14,0600	1,93732
14,0700	1,96350
14,0800	1,98968
14,0900	2,01149
14,1000	2,03331
14,1100	2,05076
14,1200	2,06385
14,1300	2,07258
14,1400	2,08567
14,1500	2,09440
14,1600	2,09876
14,1700	2,09876
14,1800	2,09876
14,1900	2,09876
14,2000	2,09440
14,2100	2,09003
14,2200	2,08131
14,2300	2,06822
14,2400	2,05513
14,2500	2,03767
14,2600	2,01586
14,2700	1,99404
14,2800	1,96786
14,2900	1,94168
14,3000	1,91550
14,3100	1,88496
14,3200	1,85441
14,3300	1,81514
14,3400	1,77151
14,3500	1,72788
14,3600	1,67988
14,3700	1,63625
14,3800	1,58825
14,3900	1,53589
14,4000	1,48789
14,4100	1,43553
14,4200	1,37881
14,4300	1,32645
14,4400	1,26973
14,4500	1,21300
14,4600	1,15192
14,4700	1,08647
14,4800	1,02538
14,4900	0,964294
14,5000	0,898845
14,5100	0,833395
14,5200	0,763582
14,5300	0,698132
14,5400	0,628319
14,5500	0,558505
14,5600	0,484329
14,5700	0,418879
14,5800	0,349066
14,5900	0,274889
14,6000	0,200713
14,6100	0,130900
14,6200	0,0567232
14,6300	-0,0130900
14,6400	-0,0829031
14,6500	-0,157080
14,6600	-0,226893
14,6700	-0,296706
14,6800	-0,370882
14,6900	-0,440696
14,7000	-0,506145
14,7100	-0,575959
14,7200	-0,650135
14,7300	-0,715585
14,7400	-0,781035
14,7500	-0,850848
14,7600	-0,911935
14,7700	-0,973021
14,7800	-1,02974
14,7900	-1,08647
14,8000	-1,14755
14,8100	-1,21737
14,8200	-1,28282
14,8300	-1,33081
14,8400	-1,38754
14,8500	-1,43553
14,8600	-1,48789
14,8700	-1,54025
14,8800	-1,58389
14,8900	-1,62752
14,9000	-1,67115
14,9100	-1,71479
14,9200	-1,75406
14,9300	-1,78896
14,9400	-1,82387
14,9500	-1,85441
14,9600	-1,88496
14,9700	-1,91986
14,9800	-1,94168
14,9900	-1,96350
15,0000	-1,98531
15,0100	-2,00277
15,0200	-2,02022
15,0300	-2,03331
15,0400	-2,04640
15,0500	-2,05513
15,0600	-2,06385
15,0700	-2,06822
15,0800	-2,06822
15,0900	-2,06822
15,1000	-2,06822
15,1100	-2,06822
15,1200	-2,06385
15,1300	-2,05513
15,1400	-2,04204
15,1500	-2,02895
15,1600	-2,01149
15,1700	-1,99404
15,1800	-1,97222
15,1900	-1,94604
15,2000	-1,91986
15,2100	-1,89368
15,2200	-1,86314
15,2300	-1,82823
15,2400	-1,79333
15,2500	-1,75842
15,2600	-1,71915
15,2700	-1,67552
15,2800	-1,63188
15,2900	-1,58825
15,3000	-1,54462
15,3100	-1,49226
15,3200	-1,44426
15,3300	-1,39190
15,3400	-1,33518
15,3500	-1,28282
15,3600	-1,23046
15,3700	-1,17373
15,3800	-1,11701
15,3900	-1,06029
15,4000	-0,994838
15,4100	-0,929388
15,4200	-0,859575
15,4300	-0,794125
15,4400	-0,728675
15,4500	-0,663225
15,4600	-0,597775
15,4700	-0,532325
15,4800	-0,462512
15,4900	-0,392699
15,5000	-0,318523
15,5100	-0,248709
15,5200	-0,178896
15,5300	-0,104720
15,5400	-0,0349066
15,5500	0,0349066
15,5600	0,104720
15,5700	0,178896
15,5800	0,248709
15,5900	0,314159
15,6000	0,383972
15,6100	0,453786
15,6200	0,523599
15,6300	0,589049
15,6400	0,654498
15,6500	0,724312
15,6600	0,789761
15,6700	0,850848
15,6800	0,916298
15,6900	0,977384
15,7000	1,04283
15,7100	1,09956
15,7200	1,15628
15,7300	1,21300
15,7400	1,26973
15,7500	1,32209
15,7600	1,37445
15,7700	1,42681
15,7800	1,47480
15,7900	1,51844
15,8000	1,56207
15,8100	1,60570
15,8200	1,64497
15,8300	1,68424
15,8400	1,71915
15,8500	1,74969
15,8600	1,78460
15,8700	1,81078
15,8800	1,83696
15,8900	1,85878
15,9000	1,88496
15,9100	1,91114
15,9200	1,93295
15,9300	1,95041
15,9400	1,96350
15,9500	1,97659
15,9600	1,98968
15,9700	1,99840
15,9800	2,00277
15,9900	2,00713
16,0000	2,00713
16,0100	2,00713
16,0200	2,00713
16,0300	2,00277
16,0400	1,99840
16,0500	1,98531
16,0600	1,97659
16,0700	1,96350
16,0800	1,94604
16,0900	1,92859
16,1000	1,90677
16,1100	1,88496
16,1200	1,85441
16,1300	1,82387
16,1400	1,78896
16,1500	1,75406
16,1600	1,71915
16,1700	1,67552
16,1800	1,63625
16,1900	1,59261
16,2000	1,54462
16,2100	1,50535
16,2200	1,45299
16,2300	1,40499
16,2400	1,35699
16,2500	1,30463
16,2600	1,24791
16,2700	1,19555
16,2800	1,13883
16,2900	1,07774
16,3000	1,01665
16,3100	0,959931
16,3200	0,894481
16,3300	0,833395
16,3400	0,772308
16,3500	0,706858
16,3600	0,637045
16,3700	0,575959
16,3800	0,506145
16,3900	0,440696
16,4000	0,375246
16,4100	0,305433
16,4200	0,235619
16,4300	0,165806
16,4400	0,100356
16,4500	0,0305433
16,4600	-0,0392699
16,4700	-0,104720
16,4800	-0,174533
16,4900	-0,239983
16,5000	-0,309796
16,5100	-0,379609
16,5200	-0,445059
16,5300	-0,510509
16,5400	-0,575959
16,5500	-0,641409
16,5600	-0,711222
16,5700	-0,772308
16,5800	-0,837758
16,5900	-0,894481
16,6000	-0,951204
16,6100	-1,01229
16,6200	-1,06465
16,6300	-1,12137
16,6400	-1,18246
16,6500	-1,24355
16,6600	-1,29591
16,6700	-1,34390
16,6800	-1,39190
16,6900	-1,43990
16,7000	-1,48789
16,7100	-1,53153
16,7200	-1,57516
16,7300	-1,61443
16,7400	-1,64934
16,7500	-1,68861
16,7600	-1,72351
16,7700	-1,75406
16,7800	-1,78460
16,7900	-1,81078
16,8000	-1,84132
16,8100	-1,86314
16,8200	-1,88496
16,8300	-1,90677
16,8400	-1,91986
16,8500	-1,93732
16,8600	-1,94604
16,8700	-1,95913
16,8800	-1,96786
16,8900	-1,97222
16,9000	-1,97659
16,9100	-1,97659
16,9200	-1,97659
16,9300	-1,97659
16,9400	-1,97659
16,9500	-1,97222
16,9600	-1,95913
16,9700	-1,95041
16,9800	-1,93295
16,9900	-1,91550
17,0000	-1,89805
17,0100	-1,87623
17,0200	-1,85005
17,0300	-1,82387
17,0400	-1,79769
17,0500	-1,76715
17,0600	-1,73660
17,0700	-1,70606
17,0800	-1,66679
17,0900	-1,62752
17,1000	-1,58825
17,1100	-1,54462
17,1200	-1,50098
17,1300	-1,45735
17,1400	-1,40935
17,1500	-1,35699
17,1600	-1,30900
17,1700	-1,26100
17,1800	-1,20864
17,1900	-1,15628
17,2000	-1,10392
17,2100	-1,04720
17,2200	-0,986111
17,2300	-0,920661
17,2400	-0,859575
17,2500	-0,798488
17,2600	-0,737402
17,2700	-0,671952
17,2800	-0,610865
17,2900	-0,549779
17,3000	-0,484329
17,3100	-0,414516
17,3200	-0,349066
17,3300	-0,279253
17,3400	-0,213803
17,3500	-0,143990
17,3600	-0,0741765
17,3700	-0,00872665
17,3800	0,0567232
17,3900	0,126536
17,4000	0,191986
17,4100	0,257436
17,4200	0,322886
17,4300	0,388336
17,4400	0,453786
17,4500	0,523599
17,4600	0,584685
17,4700	0,650135
17,4800	0,715585
17,4900	0,776672
17,5000	0,833395
17,5100	0,898845
17,5200	0,955568
17,5300	1,01229
17,5400	1,06901
17,5500	1,12574
17,5600	1,17810
17,5700	1,22609
17,5800	1,28282
17,5900	1,33081
17,6000	1,37881
17,6100	1,42244
17,6200	1,46608
17,6300	1,50971
17,6400	1,54898
17,6500	1,58389
17,6600	1,61879
17,6700	1,65370
17,6800	1,68861
17,6900	1,71915
17,7000	1,74533
17,7100	1,76715
17,7200	1,79333
17,7300	1,81078
17,7400	1,82823
17,7500	1,84569
17,7600	1,85878
17,7700	1,87623
17,7800	1,88496
17,7900	1,89805
17,8000	1,90241
17,8100	1,90677
17,8200	1,91114
17,8300	1,91114
17,8400	1,91114
17,8500	1,91114
17,8600	1,91114
17,8700	1,90677
17,8800	1,89368
17,8900	1,88496
17,9000	1,87187
17,9100	1,85441
17,9200	1,83260
17,9300	1,81078
17,9400	1,78460
17,9500	1,75842
17,9600	1,72351
17,9700	1,68861
17,9800	1,65806
17,9900	1,62316
18,0000	1,58389
18,0100	1,54462
18,0200	1,50535
18,0300	1,46171
18,0400	1,41808
18,0500	1,37008
18,0600	1,32645
18,0700	1,27409
18,0800	1,22609
18,0900	1,17373
18,1000	1,12137
18,1100	1,06465
18,1200	1,00793
18,1300	0,955568
18,1400	0,894481
18,1500	0,833395
18,1600	0,772308
18,1700	0,711222
18,1800	0,650135
18,1900	0,589049
18,2000	0,523599
18,2100	0,458149
18,2200	0,397062
18,2300	0,331613
18,2400	0,261799
18,2500	0,200713
18,2600	0,130900
18,2700	0,0698132
18,2800	000000
18,2900	-0,0654498
18,3000	-0,126536
18,3100	-0,191986
18,3200	-0,261799
18,3300	-0,327249
18,3400	-0,388336
18,3500	-0,449422
18,3600	-0,510509
18,3700	-0,567232
18,3800	-0,632682
18,3900	-0,706858
18,4000	-0,759218
18,4100	-0,820305
18,4200	-0,881391
18,4300	-0,933751
18,4400	-0,990474
18,4500	-1,03847
18,4600	-1,09083
18,4700	-1,14319
18,4800	-1,19991
18,4900	-1,25664
18,5000	-1,30463
18,5100	-1,34827
18,5200	-1,39190
18,5300	-1,43117
18,5400	-1,47480
18,5500	-1,51844
18,5600	-1,55334
18,5700	-1,59261
18,5800	-1,62316
18,5900	-1,65806
18,6000	-1,68861
18,6100	-1,71479
18,6200	-1,74097
18,6300	-1,76278
18,6400	-1,78460
18,6500	-1,80642
18,6600	-1,82387
18,6700	-1,84132
18,6800	-1,85441
18,6900	-1,86750
18,7000	-1,87623
18,7100	-1,88059
18,7200	-1,88496
18,7300	-1,88932
18,7400	-1,88932
18,7500	-1,88932
18,7600	-1,88932
18,7700	-1,88932
18,7800	-1,88059
18,7900	-1,87187
18,8000	-1,85878
18,8100	-1,84569
18,8200	-1,82823
18,8300	-1,80642
18,8400	-1,78460
18,8500	-1,76278
18,8600	-1,73660
18,8700	-1,71042
18,8800	-1,67988
18,8900	-1,64934
18,9000	-1,61443
18,9100	-1,57952
18,9200	-1,54462
18,9300	-1,50535
18,9400	-1,46608
18,9500	-1,41808
18,9600	-1,37445
18,9700	-1,33081
18,9800	-1,28282
18,9900	-1,23482
19,0000	-1,19119
19,0100	-1,14319
19,0200	-1,09519
19,0300	-1,04283
19,0400	-0,986111
19,0500	-0,925025
19,0600	-0,868301
19,0700	-0,807215
19,0800	-0,750492
19,0900	-0,689405
19,1000	-0,628319
19,1100	-0,571595
19,1200	-0,514872
19,1300	-0,449422
19,1400	-0,379609
19,1500	-0,318523
19,1600	-0,253073
19,1700	-0,187623
19,1800	-0,122173
19,1900	-0,0567232
19,2000	0,00436332
19,2100	0,0698132
19,2200	0,135263
19,2300	0,200713
19,2400	0,261799
19,2500	0,322886
19,2600	0,383972
19,2700	0,449422
19,2800	0,514872
19,2900	0,575959
19,3000	0,637045
19,3100	0,693768
19,3200	0,754855
19,3300	0,811578
19,3400	0,868301
19,3500	0,925025
19,3600	0,977384
19,3700	1,02974
19,3800	1,08647
19,3900	1,13446
19,4000	1,18246
19,4100	1,23046
19,4200	1,27409
19,4300	1,31772
19,4400	1,36572
19,4500	1,40499
19,4600	1,44426
19,4700	1,48353
19,4800	1,51844
19,4900	1,55334
19,5000	1,58389
19,5100	1,61443
19,5200	1,64497
19,5300	1,67115
19,5400	1,69297
19,5500	1,71479
19,5600	1,73224
19,5700	1,74969
19,5800	1,76278
19,5900	1,77587
19,6000	1,78896
19,6100	1,79769
19,6200	1,80205
19,6300	1,80642
19,6400	1,81078
19,6500	1,81514
19,6600	1,81514
19,6700	1,81514
19,6800	1,81514
19,6900	1,81514
19,7000	1,80642
19,7100	1,79769
19,7200	1,78460
19,7300	1,77151
19,7400	1,74969
19,7500	1,73224
19,7600	1,70606
19,7700	1,67988
19,7800	1,65806
19,7900	1,63188
19,8000	1,59698
19,8100	1,56643
19,8200	1,53153
19,8300	1,49662
19,8400	1,45735
19,8500	1,41808
19,8600	1,37881
19,8700	1,33518
19,8800	1,29154
19,8900	1,24355
19,9000	1,19991
19,9100	1,15192
19,9200	1,09519
19,9300	1,04283
19,9400	0,994838
19,9500	0,942478
19,9600	0,885755
19,9700	0,833395
19,9800	0,772308
19,9900	0,719948
20,0000	0,658862
20,0100	0,597775
20,0200	0,532325
20,0300	0,475602
20,0400	0,414516
20,0500	0,357792
20,0600	0,292343
20,0700	0,226893
20,0800	0,165806
20,0900	0,100356
20,1000	0,0392699
20,1100	-0,0218166
20,1200	-0,0872665
20,1300	-0,148353
20,1400	-0,209440
20,1500	-0,274889
20,1600	-0,335976
20,1700	-0,397062
20,1800	-0,453786
20,1900	-0,510509
20,2000	-0,567232
20,2100	-0,628319
20,2200	-0,693768
20,2300	-0,746128
20,2400	-0,807215
20,2500	-0,863938
20,2600	-0,916298
20,2700	-0,968658
20,2800	-1,01665
20,2900	-1,06901
20,3000	-1,11701
20,3100	-1,16501
20,3200	-1,21737
20,3300	-1,26536
20,3400	-1,30900
20,3500	-1,35263
20,3600	-1,39190
20,3700	-1,43117
20,3800	-1,46608
20,3900	-1,50098
20,4000	-1,53153
20,4100	-1,56643
20,4200	-1,60134
20,4300	-1,62752
20,4400	-1,64934
20,4500	-1,67552
20,4600	-1,70170
20,4700	-1,71915
20,4800	-1,74097
20,4900	-1,75406
20,5000	-1,76715
20,5100	-1,78024
20,5200	-1,78896
20,5300	-1,79769
20,5400	-1,80205
20,5500	-1,80642
20,5600	-1,81078
20,5700	-1,81078
20,5800	-1,81078
20,5900	-1,81078
20,6000	-1,81078
20,6100	-1,80205
20,6200	-1,79333
20,6300	-1,78024
20,6400	-1,76715
20,6500	-1,74969
20,6600	-1,72788
20,6700	-1,71042
20,6800	-1,68424
20,6900	-1,66243
20,7000	-1,63625
20,7100	-1,60134
20,7200	-1,57516
20,7300	-1,54025
20,7400	-1,50535
20,7500	-1,47480
20,7600	-1,43553
20,7700	-1,39190
20,7800	-1,35263
20,7900	-1,30900
20,8000	-1,26973
20,8100	-1,23046
20,8200	-1,18246
20,8300	-1,13446
20,8400	-1,08647
20,8500	-1,03847
20,8600	-0,981748
20,8700	-0,925025
20,8800	-0,868301
20,8900	-0,815941
20,9000	-0,759218
20,9100	-0,702495
20,9200	-0,645772
20,9300	-0,589049
20,9400	-0,536689
20,9500	-0,479966
20,9600	-0,414516
20,9700	-0,353429
20,9800	-0,287979
20,9900	-0,231256
21,0000	-0,170170
21,0100	-0,104720
21,0200	-0,0436332
21,0300	0,0174533
21,0400	0,0785398
21,0500	0,139626
21,0600	0,200713
21,0700	0,261799
21,0800	0,322886
21,0900	0,379609
21,1000	0,436332
21,1100	0,501782
21,1200	0,558505
21,1300	0,615229
21,1400	0,671952
21,1500	0,733038
21,1600	0,785398
21,1700	0,837758
21,1800	0,894481
21,1900	0,942478
21,2000	0,990474
21,2100	1,04283
21,2200	1,09083
21,2300	1,13446
21,2400	1,17810
21,2500	1,22609
21,2600	1,26973
21,2700	1,30900
21,2800	1,34827
21,2900	1,38754
21,3000	1,42244
21,3100	1,45735
21,3200	1,48789
21,3300	1,51844
21,3400	1,54462
21,3500	1,57080
21,3600	1,59261
21,3700	1,61443
21,3800	1,63625
21,3900	1,65806
21,4000	1,67115
21,4100	1,68861
21,4200	1,70170
21,4300	1,70606
21,4400	1,71479
21,4500	1,72351
21,4600	1,72788
21,4700	1,73224
21,4800	1,73224
21,4900	1,73224
21,5000	1,73224
21,5100	1,73224
21,5200	1,72788
21,5300	1,71915
21,5400	1,71042
21,5500	1,69297
21,5600	1,67988
21,5700	1,65806
21,5800	1,64061
21,5900	1,61879
21,6000	1,59261
21,6100	1,56643
21,6200	1,54462
21,6300	1,51407
21,6400	1,48353
21,6500	1,44862
21,6600	1,41372
21,6700	1,37881
21,6800	1,33954
21,6900	1,30027
21,7000	1,26100
21,7100	1,21737
21,7200	1,17373
21,7300	1,12574
21,7400	1,07774
21,7500	1,03411
21,7600	0,981748
21,7700	0,933751
21,7800	0,881391
21,7900	0,829031
21,8000	0,776672
21,8100	0,719948
21,8200	0,663225
21,8300	0,606502
21,8400	0,549779
21,8500	0,493056
21,8600	0,436332
21,8700	0,379609
21,8800	0,318523
21,8900	0,257436
21,9000	0,196350
21,9100	0,135263
21,9200	0,0785398
21,9300	0,0174533
21,9400	-0,0392699
21,9500	-0,100356
21,9600	-0,161443
21,9700	-0,218166
21,9800	-0,279253
21,9900	-0,335976
22,0000	-0,397062
22,0100	-0,449422
22,0200	-0,506145
22,0300	-0,562869
22,0400	-0,619592
22,0500	-0,676315
22,0600	-0,733038
22,0700	-0,785398
22,0800	-0,837758
22,0900	-0,890118
22,1000	-0,942478
22,1100	-0,990474
22,1200	-1,03411
22,1300	-1,07774
22,1400	-1,12574
22,1500	-1,16937
22,1600	-1,21737
22,1700	-1,26536
22,1800	-1,30463
22,1900	-1,34390
22,2000	-1,37881
22,2100	-1,41372
22,2200	-1,44426
22,2300	-1,47917
22,2400	-1,50971
22,2500	-1,53589
22,2600	-1,56207
22,2700	-1,59261
22,2800	-1,61443
22,2900	-1,63188
22,3000	-1,65370
22,3100	-1,67115
22,3200	-1,68424
22,3300	-1,69733
22,3400	-1,71042
22,3500	-1,71915
22,3600	-1,72788
22,3700	-1,73224
22,3800	-1,73224
22,3900	-1,73660
22,4000	-1,73660
22,4100	-1,73660
22,4200	-1,73660
22,4300	-1,73224
22,4400	-1,72351
22,4500	-1,71479
22,4600	-1,70170
22,4700	-1,68861
22,4800	-1,67115
22,4900	-1,65370
22,5000	-1,63188
22,5100	-1,61007
22,5200	-1,58825
22,5300	-1,55771
22,5400	-1,53153
22,5500	-1,50098
22,5600	-1,47480
22,5700	-1,43990
22,5800	-1,40499
22,5900	-1,36572
22,6000	-1,32645
22,6100	-1,29154
22,6200	-1,25227
22,6300	-1,21300
22,6400	-1,16937
22,6500	-1,13010
22,6600	-1,08210
22,6700	-1,03411
22,6800	-0,986111
22,6900	-0,933751
22,7000	-0,877028
22,7100	-0,829031
22,7200	-0,776672
22,7300	-0,724312
22,7400	-0,667588
22,7500	-0,615229
22,7600	-0,562869
22,7700	-0,510509
22,7800	-0,449422
22,7900	-0,388336
22,8000	-0,331613
22,8100	-0,274889
22,8200	-0,213803
22,8300	-0,157080
22,8400	-0,0959931
22,8500	-0,0349066
22,8600	0,0218166
22,8700	0,0785398
22,8800	0,139626
22,8900	0,196350
22,9000	0,253073
22,9100	0,309796
22,9200	0,362156
22,9300	0,423242
22,9400	0,479966
22,9500	0,536689
22,9600	0,593412
22,9700	0,645772
22,9800	0,698132
22,9900	0,750492
23,0000	0,802851
23,0100	0,850848
23,0200	0,903208
23,0300	0,951204
23,0400	0,999201
23,0500	1,04720
23,0600	1,08647
23,0700	1,13010
23,0800	1,16937
23,0900	1,21300
23,1000	1,25227
23,1100	1,28718
23,1200	1,32645
23,1300	1,35699
23,1400	1,38754
23,1500	1,42244
23,1600	1,44862
23,1700	1,47480
23,1800	1,50098
23,1900	1,52280
23,2000	1,54462
23,2100	1,56643
23,2200	1,58389
23,2300	1,59698
23,2400	1,61007
23,2500	1,62316
23,2600	1,63188
23,2700	1,64061
23,2800	1,64497
23,2900	1,65370
23,3000	1,65370
23,3100	1,65806
23,3200	1,65806
23,3300	1,65806
23,3400	1,65370
23,3500	1,64934
23,3600	1,63625
23,3700	1,62752
23,3800	1,61443
23,3900	1,59698
23,4000	1,57952
23,4100	1,56207
23,4200	1,53589
23,4300	1,51844
23,4400	1,49226
23,4500	1,46608
23,4600	1,43990
23,4700	1,40935
23,4800	1,37445
23,4900	1,34390
23,5000	1,31336
23,5100	1,27409
23,5200	1,23482
23,5300	1,19555
23,5400	1,15628
23,5500	1,11265
23,5600	1,06901
23,5700	1,02538
23,5800	0,981748
23,5900	0,933751
23,6000	0,881391
23,6100	0,833395
23,6200	0,785398
23,6300	0,733038
23,6400	0,680678
23,6500	0,628319
23,6600	0,575959
23,6700	0,519235
23,6800	0,462512
23,6900	0,410152
23,7000	0,357792
23,7100	0,296706
23,7200	0,235619
23,7300	0,183260
23,7400	0,126536
23,7500	0,0654498
23,7600	0,00872665
23,7700	-0,0479966
23,7800	-0,104720
23,7900	-0,161443
23,8000	-0,213803
23,8100	-0,274889
23,8200	-0,331613
23,8300	-0,388336
23,8400	-0,440696
23,8500	-0,488692
23,8600	-0,541052
23,8700	-0,597775
23,8800	-0,645772
23,8900	-0,702495
23,9000	-0,750492
23,9100	-0,802851
23,9200	-0,855211
23,9300	-0,898845
23,9400	-0,946841
23,9500	-0,990474
23,9600	-1,03411
23,9700	-1,07338
23,9800	-1,11701
23,9900	-1,15628
24,0000	-1,19991
24,0100	-1,23918
24,0200	-1,28282
24,0300	-1,31772
24,0400	-1,34827
24,0500	-1,37881
24,0600	-1,40935
24,0700	-1,43553
24,0800	-1,46171
24,0900	-1,49226
24,1000	-1,51407
24,1100	-1,53589
24,1200	-1,55334
24,1300	-1,57516
24,1400	-1,58825
24,1500	-1,60134
24,1600	-1,61443
24,1700	-1,62316
24,1800	-1,63188
24,1900	-1,64061
24,2000	-1,64497
24,2100	-1,64934
24,2200	-1,64934
24,2300	-1,64934
24,2400	-1,64934
24,2500	-1,64934
24,2600	-1,64497
24,2700	-1,63625
24,2800	-1,63188
24,2900	-1,61879
24,3000	-1,60134
24,3100	-1,58825
24,3200	-1,57080
24,3300	-1,54898
24,3400	-1,52716
24,3500	-1,50535
24,3600	-1,47917
24,3700	-1,45299
24,3800	-1,42244
24,3900	-1,39190
24,4000	-1,36572
24,4100	-1,33081
24,4200	-1,29154
24,4300	-1,26100
24,4400	-1,23046
24,4500	-1,18682
24,4600	-1,14755
24,4700	-1,10828
24,4800	-1,06901
24,4900	-1,02538
24,5000	-0,973021
24,5100	-0,929388
24,5200	-0,881391
24,5300	-0,829031
24,5400	-0,781035
24,5500	-0,728675
24,5600	-0,680678
24,5700	-0,628319
24,5800	-0,575959
24,5900	-0,527962
24,6000	-0,471239
24,6100	-0,418879
24,6200	-0,362156
24,6300	-0,309796
24,6400	-0,248709
24,6500	-0,196350
24,6600	-0,139626
24,6700	-0,0829031
24,6800	-0,0261799
24,6900	0,0261799
24,7000	0,0829031
24,7100	0,143990
24,7200	0,196350
24,7300	0,253073
24,7400	0,305433
24,7500	0,357792
24,7600	0,410152
24,7700	0,466876
24,7800	0,519235
24,7900	0,571595
24,8000	0,623955
24,8100	0,676315
24,8200	0,724312
24,8300	0,772308
24,8400	0,820305
24,8500	0,868301
24,8600	0,916298
24,8700	0,959931
24,8800	0,999201
24,8900	1,04283
24,9000	1,08647
24,9100	1,12574
24,9200	1,16064
24,9300	1,19555
24,9400	1,23482
24,9500	1,26973
24,9600	1,30027
24,9700	1,33518
24,9800	1,36136
24,9900	1,38317
25,0000	1,41372
25,0100	1,43553
25,0200	1,45735
25,0300	1,47917
25,0400	1,49662
25,0500	1,51407
25,0600	1,52716
25,0700	1,54025
25,0800	1,55334
25,0900	1,56207
25,1000	1,57080
25,1100	1,57516
25,1200	1,57952
25,1300	1,57952
25,1400	1,57952
25,1500	1,58389
25,1600	1,57952
25,1700	1,57952
25,1800	1,57080
25,1900	1,56207
25,2000	1,55334
25,2100	1,54025
25,2200	1,52280
25,2300	1,50971
25,2400	1,48789
25,2500	1,46608
25,2600	1,44426
25,2700	1,42681
25,2800	1,40063
25,2900	1,37008
25,3000	1,34390
25,3100	1,31336
25,3200	1,28282
25,3300	1,24791
25,3400	1,21300
25,3500	1,17810
25,3600	1,13883
25,3700	1,09956
25,3800	1,06029
25,3900	1,01665
25,4000	0,977384
25,4100	0,933751
25,4200	0,885755
25,4300	0,842121
25,4400	0,794125
25,4500	0,741765
25,4600	0,698132
25,4700	0,645772
25,4800	0,597775
25,4900	0,545415
25,5000	0,493056
25,5100	0,440696
25,5200	0,388336
25,5300	0,335976
25,5400	0,279253
25,5500	0,226893
25,5600	0,170170
25,5700	0,117810
25,5800	0,0610865
25,5900	0,00872665
25,6000	-0,0479966
25,6100	-0,100356
25,6200	-0,157080
25,6300	-0,209440
25,6400	-0,261799
25,6500	-0,314159
25,6600	-0,366519
25,6700	-0,418879
25,6800	-0,466876
25,6900	-0,514872
25,7000	-0,571595
25,7100	-0,619592
25,7200	-0,671952
25,7300	-0,724312
25,7400	-0,767945
25,7500	-0,820305
25,7600	-0,859575
25,7700	-0,903208
25,7800	-0,946841
25,7900	-0,990474
25,8000	-1,02538
25,8100	-1,06901
25,8200	-1,10392
25,8300	-1,13883
25,8400	-1,18246
25,8500	-1,21737
25,8600	-1,25227
25,8700	-1,28718
25,8800	-1,31772
25,8900	-1,34390
25,9000	-1,37445
25,9100	-1,40063
25,9200	-1,41808
25,9300	-1,44426
25,9400	-1,46171
25,9500	-1,48353
25,9600	-1,50098
25,9700	-1,51407
25,9800	-1,52716
25,9900	-1,54025
26,0000	-1,54898
26,0100	-1,55771
26,0200	-1,56643
26,0300	-1,56643
26,0400	-1,57080
26,0500	-1,57080
26,0600	-1,57080
26,0700	-1,57080
26,0800	-1,57080
26,0900	-1,56643
26,1000	-1,56207
26,1100	-1,55334
26,1200	-1,54025
26,1300	-1,52716
26,1400	-1,50971
26,1500	-1,49662
26,1600	-1,47480
26,1700	-1,45299
26,1800	-1,43117
26,1900	-1,40499
26,2000	-1,37881
26,2100	-1,35699
26,2200	-1,32645
26,2300	-1,29591
26,2400	-1,26536
26,2500	-1,23482
26,2600	-1,19991
26,2700	-1,16501
26,2800	-1,13010
26,2900	-1,09083
26,3000	-1,05156
26,3100	-1,01229
26,3200	-0,968658
26,3300	-0,925025
26,3400	-0,877028
26,3500	-0,833395
26,3600	-0,789761
26,3700	-0,741765
26,3800	-0,693768
26,3900	-0,641409
26,4000	-0,593412
26,4100	-0,545415
26,4200	-0,497419
26,4300	-0,445059
26,4400	-0,392699
